"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
33358,236,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",126,"Atekober","","Parish","Parish"
33359,236,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",127,"Dogapio","","Parish","Parish"
33360,236,"UGA","Uganda",2,"Apac",5,"Oyam",23,"Achaba",128,"Obangangeo","","Parish","Parish"
33361,236,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",129,"Aloni","","Parish","Parish"
33362,236,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",130,"Aungu","","Parish","Parish"
33363,236,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",131,"Awio","","Parish","Parish"
33364,236,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",132,"Omolo","","Parish","Parish"
33365,236,"UGA","Uganda",2,"Apac",5,"Oyam",24,"Icheme",133,"Orupo","","Parish","Parish"
33366,236,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",134,"Adigo","","Parish","Parish"
33367,236,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",135,"Adyeda","","Parish","Parish"
33368,236,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",136,"Agulurude","","Parish","Parish"
33369,236,"UGA","Uganda",2,"Apac",5,"Oyam",25,"Loro",137,"Alutkot","","Parish","Parish"
33370,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",138,"Aceno","","Parish","Parish"
33371,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",139,"Adel","","Parish","Parish"
33372,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",140,"Amwa","","Parish","Parish"
33373,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",141,"Atek","","Parish","Parish"
33374,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",142,"Kuluabura","","Parish","Parish"
33375,236,"UGA","Uganda",2,"Apac",5,"Oyam",26,"Minakulu",143,"Oyoro","","Parish","Parish"
33376,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",144,"Acut","","Parish","Parish"
33377,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",145,"Ajerijeri","","Parish","Parish"
33378,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",146,"Akuca","","Parish","Parish"
33379,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",147,"Aramita","","Parish","Parish"
33380,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",148,"Bar","","Parish","Parish"
33381,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",149,"Omac","","Parish","Parish"
33382,236,"UGA","Uganda",2,"Apac",5,"Oyam",27,"Ngai",150,"Opit Fr","","Parish","Parish"
33383,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",151,"Acokara","","Parish","Parish"
33384,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",152,"Ajul","","Parish","Parish"
33385,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",153,"Alibi","","Parish","Parish"
33386,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",154,"Amukogungo","","Parish","Parish"
33387,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",155,"Apach","","Parish","Parish"
33388,236,"UGA","Uganda",2,"Apac",5,"Oyam",28,"Otwal",156,"Okii","","Parish","Parish"
33389,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",157,"Awindiri","","Parish","Parish"
33390,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",158,"Bazaar","","Parish","Parish"
33391,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",29,"Arua Hill",159,"Mvara","","Parish","Parish"
33392,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",160,"Adalafu","","Parish","Parish"
33393,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",161,"Kenya","","Parish","Parish"
33394,236,"UGA","Uganda",3,"Arua",6,"Arua Municipality",30,"Oli River",162,"Pangisa","","Parish","Parish"
33395,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",163,"Anyara","","Parish","Parish"
33396,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",164,"Anzu","","Parish","Parish"
33397,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",165,"Kati","","Parish","Parish"
33398,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",166,"Kubo","","Parish","Parish"
33399,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",167,"Mbaraka","","Parish","Parish"
33400,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",168,"Mite","","Parish","Parish"
33401,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",169,"Nyiovura","","Parish","Parish"
33402,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",170,"Olevu","","Parish","Parish"
33403,236,"UGA","Uganda",3,"Arua",7,"Ayivu",31,"Adumi",171,"Ombaci","","Parish","Parish"
33404,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",172,"Aliba","","Parish","Parish"
33405,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",173,"Alivu","","Parish","Parish"
33406,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",174,"Bura","","Parish","Parish"
33407,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",175,"Kamule","","Parish","Parish"
33408,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",176,"Michu","","Parish","Parish"
33409,236,"UGA","Uganda",3,"Arua",7,"Ayivu",32,"Aroi",177,"Robu","","Parish","Parish"
33410,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",178,"Arivu","","Parish","Parish"
33411,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",179,"Ariwara","","Parish","Parish"
33412,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",180,"Luvu","","Parish","Parish"
33413,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",181,"Odravu","","Parish","Parish"
33414,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",182,"Oduluba","","Parish","Parish"
33415,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",183,"Tanganyika","","Parish","Parish"
33416,236,"UGA","Uganda",3,"Arua",7,"Ayivu",33,"Dadamu",184,"Yapi","","Parish","Parish"
33417,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",185,"Eleku","","Parish","Parish"
33418,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",186,"Ewadri","","Parish","Parish"
33419,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",187,"Lufe","","Parish","Parish"
33420,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",188,"Odravu","","Parish","Parish"
33421,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",189,"Ombaci","","Parish","Parish"
33422,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",190,"Ombokoro","","Parish","Parish"
33423,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",191,"Oreku","","Parish","Parish"
33424,236,"UGA","Uganda",3,"Arua",7,"Ayivu",34,"Manibe",192,"Robu","","Parish","Parish"
33425,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",193,"Ambeko","","Parish","Parish"
33426,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",194,"Anipi","","Parish","Parish"
33427,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",195,"Bunyu","","Parish","Parish"
33428,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",196,"Nyio","","Parish","Parish"
33429,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",197,"Ombokoro","","Parish","Parish"
33430,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",198,"Onzivu","","Parish","Parish"
33431,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",199,"Turu","","Parish","Parish"
33432,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",200,"Wandi","","Parish","Parish"
33433,236,"UGA","Uganda",3,"Arua",7,"Ayivu",35,"Oluko",201,"Yabiavoko","","Parish","Parish"
33434,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",202,"Adalafu","","Parish","Parish"
33435,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",203,"Alivu","","Parish","Parish"
33436,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",204,"Driwala","","Parish","Parish"
33437,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",205,"Etori","","Parish","Parish"
33438,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",206,"Komite","","Parish","Parish"
33439,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",207,"Nyaracu","","Parish","Parish"
33440,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",208,"Pokea","","Parish","Parish"
33441,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",209,"Urugbo","","Parish","Parish"
33442,236,"UGA","Uganda",3,"Arua",7,"Ayivu",36,"Pajulu",210,"Yivu","","Parish","Parish"
33443,236,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",211,"Appa","","Parish","Parish"
33444,236,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",212,"Malenga","","Parish","Parish"
33445,236,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",213,"Mengo","","Parish","Parish"
33446,236,"UGA","Uganda",3,"Arua",8,"Koboko",37,"Koboko Tc",214,"Teremunga","","Parish","Parish"
33447,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",215,"Ayipe","","Parish","Parish"
33448,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",216,"Kuluba","","Parish","Parish"
33449,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",217,"Monodu","","Parish","Parish"
33450,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",218,"Nyoke","","Parish","Parish"
33451,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",219,"Oraba","","Parish","Parish"
33452,236,"UGA","Uganda",3,"Arua",8,"Koboko",38,"Kuluba",220,"Pamodo","","Parish","Parish"
33453,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",221,"Ajipala","","Parish","Parish"
33454,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",222,"Aliribu","","Parish","Parish"
33455,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",223,"Gborokolongo","","Parish","Parish"
33456,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",224,"Lobule","","Parish","Parish"
33457,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",225,"Lurujo","","Parish","Parish"
33458,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",226,"Metino","","Parish","Parish"
33459,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",227,"Nyai","","Parish","Parish"
33460,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",228,"Nyori-Cheku","","Parish","Parish"
33461,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",229,"Ombachi","","Parish","Parish"
33462,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",230,"Padrombo","","Parish","Parish"
33463,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",231,"Ponyura","","Parish","Parish"
33464,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",232,"Tukaliri","","Parish","Parish"
33465,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",233,"Unyokunga","","Parish","Parish"
33466,236,"UGA","Uganda",3,"Arua",8,"Koboko",39,"Lobule",234,"Yatua","","Parish","Parish"
33467,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",235,"Bamure","","Parish","Parish"
33468,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",236,"Chakulya","","Parish","Parish"
33469,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",237,"Gurepi","","Parish","Parish"
33470,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",238,"Longira","","Parish","Parish"
33471,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",239,"Ludara","","Parish","Parish"
33472,236,"UGA","Uganda",3,"Arua",8,"Koboko",40,"Ludara",240,"Podo","","Parish","Parish"
